# Urdu word -> Roman spelling, from the aligned region of
# Roman-Urdu-Parl. Built by scripts/build_translit_dict.py (ADR-014).
# Do not rebuild from the whole corpus: 90% of it is misaligned.
urdu	roman
صدائیں	sadayen
صدائے	sadaye
صدارت	sadarat
صدارتی	sadaarti
صداقت	sadaqat
صدام	saddam
صداکار	sdakar
صداکاروں	sdakaron
صداکاری	sdakari
صدر	saddar
صدرات	sadarat
صدراتی	sdrati
صدرارتی	sadarti
صدرالدین	sdraldin
صدرجارج	sdrjarj
صدرجنرل	ki
صدرصاحب	sdrsahb
صدرمحمد	sdrmhmd
صدری	sadri
صدسالہ	sdsalh
صدف	sadaf
صدفہ	sadfa
صدق	sadaq
صدقات	sadqat
صدقہ	sadqa
صدقے	ke
صدمات	sadmaat
صدموں	sdmon
صدمہ	sadma
صدمے	sadme
صدور	sadoor
صدوق	sadooq
صدی	sadi
صدیاں	sadiyan
صدیق	seddiq
صدیقہ	sadiqa
صدیقی	siddiqui
صدیوں	sadiiyon
صر	sr
صراحت	sarahat
صراحتا	sarahta
صراحی	suraahi
صراط	siraat
صرافہ	sarafa
صرد	srd
صرف	sirf
صرفہ	srfh
صریح	sarih
صریر	sareer
صعب	saab
صعدہ	saudha
صعنت	sant
صعوبت	suobat
صعوبتوں	savbton
صعوبتیں	savbtin
صعید	saeed
صغر	sigher
صغری	sughra
صغير	saghir
صغیر	saghir
صغیرہ	saghira
صف	saf
صفا	safa
صفائی	safai
صفات	sifaat
صفاتی	safaati
صفایا	safaya
صفت	sift
صفتیں	sftin
صفحات	safhaat
صفحوں	safhon
صفحہ	safha
صفحۂ	safha
صفحے	safhay
صفدر	safdar
صفدری	safderi
صفر	sifar
صفرا	sufra
صفراوی	safrawi
صفوان	safwan
صفورہ	sforh
صفوں	safoon
صفوی	sfoy
صفي	safi
صفی	safi
صفیر	safir
صفیں	safen
صفیہ	safia
صل	salle
صلا	sla
صلابت	sulabat
صلاح	salah
صلاحتیں	slahtin
صلاحيتوں	salahiyaton
صلاحیت	salahiyat
صلاحیتوں	salahiyaton
صلاحیتیوں	slahityon
صلاحیتیں	salahiyaten
صلب	sulb
صلح	sulah
صلو	slo
صلوۃ	salaat
صلي	sale
صلہ	sila
صلی	sale
صلیب	saleeb
صلیبوں	slibon
صلیبی	salebi
صلیبیوں	saleebiyon
صلے	siilay
صمد	samd
صنائع	sanae
صناع	sanaa
صناعی	snaay
صندل	sandal
صندوق	sandooq
صندوقوں	sndoqon
صنعا	sanaa
صنعت	sanat
صنعتوں	san-aton
صنعتي	sanati
صنعتکار	snatkar
صنعتکاروں	aur
صنعتی	sanati
صنعتیں	sanaten
صنف	sanaf
صنفی	sanfi
صنم	sanam
صنوبر	sanober
صوابدید	swabdid
صوابی	sawabi
صوبائی	sobai
صوبائیت	sobayit
صوبوں	sobon
صوبھو	sobho
صوبہ	soobah
صوبۂ	soobah
صوبے	soobay
صوت	soot
صوتی	sooti
صوتیات	sotiyaat
صوتیاتی	sotyati
صور	sor
صورت	soorat
صورتحال	sorat
صورتوں	sooraton
صورتی	soorti
صورتیں	soorten
صوری	soori
صوف	sof
صوفہ	sofa
صوفی	sufi
صوفیا	sofia
صوفیائے	sofyaye
صوفیانہ	sufiyana
صوفیوں	soofiyon
صوفیہ	sufia
صوفے	sofay
صول	sol
صولت	solat
صومالی	somali
صومالیہ	somalia
صومعہ	suma
صہ	sh
صہبا	sehba
صہیب	suhib
صی	si
صیح	sih
صیحح	sihh
صید	saed
صیغہ	sigha
صیغۂ	sigha
صیغے	seeghay
صیقل	ki
صیہونی	sihoni
صیہونیت	sehoniat
صیہونیوں	sihonyon
ض	z
ضائع	zaya
ضابطہ	zabita
ضابطۂ	zabita
ضابطے	zaabtay
ضاد	zaad
ضافہ	zafa
ضامن	zamin
ضایع	zaya
ضبط	zabt
ضبطی	zabti
ضحاک	zhak
ضحی	zuhaa
ضخام	zakham
ضخامت	zakhamat
ضخیم	zakheem
ضد	zid
ضدی	ziddi
ضر	zar
ضرار	zirar
ضرب	zarb
ضربی	zarbi
ضرر	zarrar
ضرروری	zrrori
ضروتوں	zroton
ضرور	zaroor
ضرورت	zaroorat
ضرورتوں	zaroraton
ضرورتیں	zarurten
ضروري	zurori
ضروری	zurori
ضروریات	zaroriat
ضروریہ	zrorih
ضروی	liye
ضرویات	zroyat
ضعف	zeaf
ضعیف	zaeef
ضعیفوں	zaeefon
ضعیفی	zaefi
ضلع	zila
ضلعوں	zilon
ضلعہ	zlah
ضلعی	zilai
ضلعے	zilay
ضم	zam
ضمان	zuman
ضمانت	zamanat
ضمانتی	zamanti
ضمانتیں	zmantin
ضمن	zimn
ضمنی	zimni
ضمیر	zameer
ضمیروں	zameroun
ضمیری	zameeri
ضمیمہ	zameema
ضمیمے	zmime
ضوابط	zawabit
ضیا	zia
ضیاء	zia
ضیاالحق	zia
ضیاع	zeyaa
ضیافت	ziyafat
ضیالحق	zyalhq
ط	toy
طئے	tye
طا	ta
طاؤس	taaos
طائرانہ	tayranh
طائرہ	taira
طائف	taif
طائفہ	taifa
طائوس	taous
طائی	tai
طابع	tabey
طابق	tabiq
طار	tarr
طارق	tarek
طاری	taari
طاس	taas
طاعت	taat
طاعون	taoon
طاغوتی	satah
طاق	taaq
طاقت	taaqat
طاقتور	taaqatwar
طاقتوں	taqaton
طاقتی	taaqti
طاقتیں	taqtin
طالب	taalib
طالبات	talbat
طالبان	taliban
طالبانائزیشن	talbanayzishn
طالبہ	taliba
طالش	talish
طالع	taalee
طالوت	taloot
طانوی	tanoy
طاہر	tahir
طاہرالقادری	tahir
طاہرہ	tahira
طاہری	tahri
طب	tib
طباعت	taba-at
طبرس	tabrass
طبری	tibri
طبع	taba
طبعی	tabee
طبعیات	tabeyaat
طبعیت	tabiyat
طبق	tabaq
طبقات	tabqaat
طبقاتی	tubqati
طبقوں	tabqo
طبقہ	tabqa
طبقے	tabqay
طبل	tabal
طبلہ	tblh
طبلے	tble
طبی	tibbi
طبیب	tabeb
طبیعات	tabeeyat
طبیعت	tabiyat
طح	th
طحال	tahaal
طر	tar
طراب	tarab
طرابلس	trablus
طرار	taraar
طراز	taraz
طرازی	tarazi
طرافت	zarafat
طرب	tarb
طربیہ	trbih
طرح	terhan
طرز	tarz
طرزحکومت	trzhkomt
طرزیں	trzin
طرطوسی	trtosi
طرف	taraf
طرفدار	tarafdar
طرفداروں	trfdaron
طرفداری	tarfdaari
طرفہ	tarfah
طرفین	trfin
طرق	tiraq
طرہ	turah
طریفہ	tarifa
طریق	tareeq
طریقت	tareqat
طریقوں	tareeqon
طریقہ	tareeqa
طریقۂ	tareeqa
طریقی	tariki
طریقے	tareeqay
طس	tas
طشتری	tashtari
طعام	ta-aam
طعن	ta'an
طعنہ	tana
طعنے	taanay
طغرل	tughrel
طغیانی	tughyani
طفل	tifal
طفلی	tafli
طفولیت	tafoliat
طفیل	tufail
طفیلی	tufaili
طلا	tila
طلائی	talai
طلاب	tulab
طلاع	tlaa
طلاق	talaq
طلال	talal
طلب	talab
طلبا	tlba
طلباء	talba
طلبائے	tlbaye
طلبگاروں	talabgaron
طلبہ	talba
طلبی	talabi
طلحہ	talah
طلسم	tilsam
طلسمی	tilismi
طلع	talih
طلعت	talat
طلوع	tulu
طلیحہ	talih
طلیطلہ	taleetla
طمانچہ	tamancha
طمانچے	tmanche
طمانیت	tamaniat
طمع	tama
طمغے	tmghe
طمنچہ	tamancha
طناب	tanab
طنابی	tanabi
طناز	tanaz
طنجہ	tanga
طنز	tanz
طنزو	tanzo
طنزیہ	tanzia
طو	to
طوائف	tawaif
طوائفوں	twayfon
طواف	tuwaf
طوالت	tawalat
طوبی	tuba
طور	tor
طورایک	torayk
طورخم	torkhm
طورسے	torse
طورو	toro
طورپر	is
طورپریہ	torprih
طوز	toz
طوس	tos
طوسی	tusa
طوطا	tota
طوطی	toti
طوطے	totay
طوفان	tufaan
طوفانوں	tufanoon
طوفانی	tofani
طوق	taoq
طول	tole
طولانی	tolani
طولكرم	tolkrm
طولکرم	tolkrm
طولی	toli
طومار	tomaar
طويل	taweel
طوی	tawee
طویل	taweel
طياروں	tayyaron
طيارہ	tayyarah
طيارے	tayyaray
طيبہ	tayyiba
طہ	taah
طہارت	taharat
طہماسپ	tahmasap
طہمورث	tahmooras
طہور	tahoor
طیار	tayyar
طیاروں	tayyaron
طیارہ	tayyarah
طیارے	tayyaray
طیب	tayyab
طیبہ	tayyiba
طیبی	tayyabi
طیرہ	taira
طیش	taish
طیف	tayyaf
طیفی	taifa
طیور	aur
طے	tey
ظ	z
ظافر	zafir
ظالم	zalim
ظالمانہ	zalimana
ظالموں	zaalmon
ظاھر	zahr
ظاہر	zahir
ظاہرداری	zahirdari
ظاہرکیا	zahrkya
ظاہرہ	zahira
ظاہری	zahiri
ظاہریت	isi
ظاہریہ	zahrih
ظرافت	zarafat
ظرف	zarf
ظرفی	zarfi
ظروف	zaroof
ظريف	zareef
ظریف	zareef
ظریفانہ	zarefana
ظریفی	zrifi
ظفار	zaffaar
ظفر	zafar
ظفراللہ	zfrallh
ظفروال	zafarwal
ظفری	zafri
ظفریاب	zafaryab
ظل	zal
ظلم	zulm
ظلمات	zulmaat
ظلمت	zulmat
ظن	zan
ظنی	zanni
ظواہر	zawahir
ظہار	zhar
ظہارہ	zuhara
ظہبی	zhbi
ظہر	zahar
ظہران	zhran
ظہرہ	zahra
ظہری	zuhri
ظہور	zahuur
ظہیر	zahir
ظہیرالدین	zhiraldin
ع	ain
عا	aa
عائد	aed
عائذ	aeze
عائشہ	aisha
عائلی	aayli
عابد	abid
عابدہ	abida
عابدی	aabdi
عاجز	aajiz
عاجزانہ	aajizana
عاجزی	aajzi
عاجلہ	ajila
عاد	aad
عادات	aadaat
عادت	aadat
عادتوں	aadato
عادتیں	adateen
عادل	adil
عادلانہ	aadlanh
عادۃ	adeh
عادی	aadi
عار	aar
عارض	aariz
عارضہ	aarzah
عارضۂ	aarzah
عارضی	earzi
عارضے	aarze
عارف	arif
عارفانہ	arifana
عارفانی	aarfani
عارفوں	arifon
عارفہ	arifa
عارفین	arfain
عاری	aari
عازم	azim
عاشق	aashiq
عاشقوں	aashiqon
عاشقی	aashiqii
عاشور	aashor
عاشورا	aashora
عاشورہ	aashorh
عاص	aas
عاصد	asid
عاصم	asim
عاصمہ	asima
عاطف	atif
عاطفت	atifat
عافیت	aafiat
عافیہ	afia
عاق	aaq
عاقب	aqib
عاقبت	aqibat
عاقل	aqil
عالم	aalam
عالمانہ	aalimana
عالموں	aalmon
عالمي	aalmi
عالمگير	alamgir
عالمگیر	alamgir
عالمگیری	alamgeeri
عالمگیریت	aalmgirit
عالمہ	alima
عالمی	aalmi
عالي	aliiiii
عالی	aliiiii
عالیشان	aalishaan
عالیہ	alia
عام	aam
عامر	aamir
عامرہ	amera
عامل	amel
عاملوں	aamlon
عاملہ	amila
عاملیت	aamliyat
عاملین	aamlin
عامہ	aama
عامۂ	aama
عامۃ	aama
عامی	aami
عامیانہ	aamiyana
عاکف	aakif
عاید	ayad
عبا	aba
عباد	ibad
عبادات	ebadaat
عبادت	ibadat
عبادتوں	ibadatoon
عبادتیں	ibaadaten
عبادی	abadi
عبارات	ibarat
عبارت	ibaarat
عبارتوں	abarton
عبارتیں	ibartain
عباس	abbas
عباسی	abbasi
عبث	abs
عبد	abdul
عبدا	abda
عبدالاحد	abdalahd
عبدالاول	abdalavl
عبدالباسط	abdalbast
عبدالباقی	abdalbaqi
عبدالجبار	abdaljbar
عبدالجلیل	abdaljlil
عبدالحئی	abdalhyi
عبدالحامد	abdalhamd
عبدالحق	abdalhq
عبدالحلیم	abdalhlim
عبدالحمید	abdalhmid
عبدالحکیم	abdalhkim
عبدالحی	abdalhi
عبدالخالق	abdalkhalq
عبدالرب	abdalrb
عبدالرحمان	saheli
عبدالرزاق	abdul
عبدالرشید	abdalrshid
عبدالروف	abdalrof
عبدالسبحان	abdalsbhan
عبدالسلام	abdusalam
عبدالسمیع	abdalsmia
عبدالشید	abdalshid
عبدالصبور	abdalsbor
عبدالصمد	abdalsmd
عبدالطیف	abdul
عبدالعزيز	abdalaziz
عبدالعزیز	abdalaziz
عبدالعلی	abdalali
عبدالعلیم	abdalalim
عبدالغفار	abdalghfar
عبدالغنی	abdalghni
عبدالقادر	abdul
عبدالقیوم	abdalqyom
عبداللطیف	abdalltif
عبدالله	abdullah
عبداللہ	abdullah
عبدالماجد	abdalmajd
عبدالمالک	abdalmalk
عبدالمجید	abdalmjid
عبدالملک	abdalmlk
عبدالمنان	abdalmnan
عبدالمومن	abdalmomn
عبدالناصر	abdalnasr
عبدالنبی	abdalnbi
عبدالواحد	abdalwahd
عبدالوارث	abdalwars
عبدالوحید	abdalohid
عبدالولی	abdaloli
عبدالکریم	abdul
عبدالکلام	abdalklam
عبدل	abdul
عبدلرزاق	abdlrzaq
عبدللہ	abdllh
عبدہ	abd_h
عبرانی	abrani
عبرانیوں	abraniyon
عبرت	ibrat
عبرتناک	abrtnak
عبو	abo
عبودیت	abodit
عبور	uboor
عبوری	aboori
عبید	abaid
عبیداللہ	abaidullah
عبیدہ	ubaida
عبیدی	abidi
عبیر	abeer
عبیس	abis
عبیل	abeel
عت	aat
عتاب	atab
عتبہ	atba
عترت	itrat
عتمہ	itma
عتیق	ateeq
عثمان	usmaan
عثمانی	usmani
عثمانیوں	asmanyon
عثمانیہ	usmaniya
عجائب	ajaaeb
عجائبات	ajaebaat
عجب	ajab
عجز	ijaz
عجلت	ujlat
عجم	ajm
عجمہ	ajma
عجمی	ajmi
عجوبہ	ajooba
عجیب	ajeeb
عد	ad
عدالت	adalat
عدالتوں	adalaton
عدالتی	adalti
عدالتیں	adaltin
عداوت	adawat
عدت	iddat
عدد	adad
عددی	adadi
عدسہ	adsa
عدسۂ	adsa
عدسی	adsi
عدسے	adse
عدل	adal
عدلیہ	adliya
عدم	adam
عدن	aden
عدنان	adnan
عدو	ado
عدولی	aduli
عدی	adi
عدید	adeed
عدیم	adeem
عدیمہ	adima
عذاب	azaab
عذابوں	azabon
عذر	izr
عذرا	azraa
عر	ar
عرا	erra
عراق	iraq
عراقی	araqi
عراقیوں	araqyon
عرب	arab
عربوں	arbo
عربہ	arbah
عربی	arabi
عربیہ	arbia
عرس	uras
عرش	arsh
عرشہ	arsha
عرشی	arshi
عرشے	arshay
عرصہ	arsa
عرصۂ	arsa
عرصے	arsay
عرض	arz
عرضی	arzi
عرف	urf
عرفات	arfat
عرفان	urfan
عرفانی	irfani
عرفہ	urfa
عرفی	urfi
عرفیت	urfiat
عرق	arq
عروبہ	arubah
عروج	urooj
عروس	aroos
عروض	arooz
عروہ	urwah
عریانی	uryani
عریاں	uryaan
عریش	areesh
عریشہ	areesha
عریض	areez
عریضہ	areeza
عز	izz
عزائم	azaym
عزاخانہ	azakhanh
عزاداری	azadari
عزالدین	izuddin
عزام	azaam
عزت	izzat
عزتوں	izzatoon
عزتی	izzati
عزرا	azra
عزرائیل	izraeel
عزل	izal
عزلت	azlat
عزم	azm
عزوجل	azzwajal
عزيز	aziz
عزيزي	azeezi
عزیر	uzair
عزیز	aziz
عزیزالدین	azizaldin
عزیزو	azeezo
عزیزواقارب	azizwaqarb
عزیزوں	azeezon
عزیزہ	aziza
عزیزی	azeezi
عزیمت	azimat
عسرت	usrat
عسقلان	asqalan
عسقلانی	asqlani
عسير	asir
عسکری	askari
عسکریت	askriat
عسیر	asir
عش	ash
عشا	asha
عشاء	esha
عشائے	ashaye
عشاریہ	asharih
عشاق	ashaaq
عشر	ushar
عشرت	ishrat
عشروں	ashron
عشرہ	ashra
عشرۃ	jana
عشری	ashri
عشریہ	ashrih
عشرے	ashray
عشق	ishhq
عشقیہ	ishqia
عشیر	ashir
عشیرہ	asheera
عصا	asa
عصابہ	asaba
عصب	asab
عصبی	asbi
عصبیات	asbiyaat
عصبیت	asbiyat
عصر	asar
عصروں	asron
عصری	asri
عصمت	asmat
عضا	aza
عضر	azar
عضلات	azlaat
عضلاتی	azlaati
عضلہ	azla
عضو	uzoo
عطا	ataa
عطائی	ataai
عطائے	ataye
عطااللہ	ataullah
عطار	attaar
عطارد	utarid
عطاری	ataari
عطر	itar
عطرے	atre
عطف	atf
عطیات	atiyat
عطیم	atim
عطیہ	atiyah
عطیۂ	atiyah
عطیۃ	atiyah
عطیے	atye
عظام	azaim
عظم	azm
عظمت	azmat
عظمتوں	azmaton
عظمتیں	azmatain
عظمہ	izma
عظمی	uzma
عظیم	azeem
عظیمی	azimi
عفان	affan
عفت	iffat
عفریت	ifrit
عفرین	afrin
عفو	afoo
عفیف	afif
عفیفہ	afifa
عقائد	aqaed
عقاب	uqaab
عقابی	aqaabi
عقال	aqaal
عقب	aqab
عقبہ	ukba
عقبی	uqbi
عقد	aqab
عقدہ	uqda
عقدے	aqde
عقرب	aqrab
عقل	aqal
عقلمند	aqalmand
عقلمندی	aqalmandi
عقلی	aqli
عقلیت	aqliyat
عقلیہ	aqlia
عقوبت	uqobat
عقول	aqeeq
عقيدہ	aqeedah
عقید	aqeed
عقیدت	aqeedat
عقیدوں	aqeedon
عقیدہ	aqeedah
عقیدۂ	aqeedah
عقیدے	aqeday
عقیق	aqeeq
عقیل	aqeel
علا	ula
علائوالدین	alauddin
علاج	ilaaj
علاحدگی	alahdgi
علاحدہ	ilahada
علاقائي	ilaqai
علاقائی	ilaqai
علاقو	alaqo
علاقوں	ilaqon
علاقہ	ilaqa
علاقے	ilaqay
علالت	alalat
علام	allam
علامات	alamaat
علامت	alamat
علامتوں	alamton
علامتی	allamti
علامتیں	alamtain
علامہ	allama
علامی	alami
علان	ellan
علانیہ	alania
علاو	alav
علاوہ	ilawa
علاہ	alah
علت	illat
علحدگی	alhdgi
علحیدگی	alhedgi
علحیدہ	alhid_h
علق	alaq
علل	all
علم	ilm
علمأ	alma_ea_ia
علما	ulma
علماء	ulama
علمائے	ulmaye
علمانہ	almanh
علمبردار	alambardar
علمبرداروں	almbrdaron
علمدار	alamdar
علمو	almo
علموں	ilmoon
علمي	ilmi
علمی	ilmi
علمیت	ilmiat
علو	alo
علوم	aloom
علوں	alon
علوی	aloy
علي	ban
عليحدگی	alehadgi
عليہ	aleh
علی	ali
علیا	ulya
علیحدگی	alehadgi
علیحدہ	alehda
علیزئی	alizyi
علیل	aleel
علیم	aleem
علینا	alina
علینہ	alinh
علیک	alik
علیکم	alaikum
علیگ	alig
علیگڑھ	aligarh
علیہ	aleh
علیہا	alaiha
علیہان	alihan
علیہم	allahum
عم	am
عمائدین	imaideen
عماد	amad
عمادی	umadii
عمار	amaar
عمارات	amarat
عمارت	imarat
عمارتوں	imaarton
عمارتی	emarti
عمارتیں	emiratein
عمارہ	umara
عمال	amal
عمامہ	amaamh
عمامے	amame
عمان	amman
عمانوایل	amanwayl
عمانی	amani
عمد	amd
عمدا	amadan
عمدرآمد	amdraamd
عمدگی	umdagi
عمدہ	umdah
عمر	umar
عمران	imran
عمرانہ	imrana
عمرانی	imrani
عمرانیات	imraniyaat
عمربھر	umrbhar
عمررسیدہ	umar-raseedah
عمرفاروق	amrfaroq
عمرمیں	ki
عمرو	umro
عمروں	umroon
عمرکوٹ	amrkot
عمرہ	omra
عمری	umri
عمریا	umariya
عمریں	umrein
عمرے	omre
عمل	amal
عملا	amlan
عملداروں	amldaron
عملداری	amal
عملدرآمد	amal-dar-aamad
عملدرامد	amldramd
عملوں	amlon
عملہ	amlah
عملۂ	amlah
عملی	amli
عملیات	amliyaat
عملیاں	amlyan
عملیت	amaliyat
عملیوں	amlyon
عملے	amlay
عمود	amood
عمودا	amoodan
عمودی	amoodi
عمورہ	amura
عموم	ummoom
عموما	amuman
عمومی	umomi
عمیر	amir
عمیرہ	ameera
عمیق	ameeq
عمیل	umeel
عن	an
عنائت	anayt
عناد	inaad
عناصر	anasir
عناصرکی	anasrki
عنان	annan
عنایات	inayaat
عنایت	inayat
عنبر	anber
عنبرین	amberin
عنبہ	anbha
عنترہ	antrah
عند	ind
عندلیب	andaleeb
عندیہ	andia
عنصر	ansar
عنصری	unsari
عنقا	anqa
عنقریب	anqareeb
عنوان	unwan
عنوانات	anwanat
عنوانی	unwani
عنوانیوں	balkay
عنہ	anho
عنہا	anha
عنہما	anhuma
عنین	anneen
عو	av
عوارف	awaref
عواقب	awaqib
عوام	awam
عوامل	awamil
عوامی	awaami
عود	aud
عودہ	odah
عور	avr
عورت	aurat
عورتوں	aurton
عورتیں	aurtain
عوض	aiwz
عوضانہ	ewzana
عوف	auf
عون	aun
عيش	aish
عين	ain
عکاذ	akaz
عکاس	akkaas
عکاسی	akkaasi
عکاظ	akaz
عکس	aks
عکسبندی	aksbndi
عکسی	aksi
عہ	ah
عہد	ehad
عہدنامے	ehdnaamay
عہدو	ahdo
عہدوں	ohdon
عہدہ	ohda
عہدۂ	ohda
عہدی	ehdi
عہدیدار	ohdedar
عہدیداران	ahdidaran
عہدیداروں	ohdedaron
عہدے	ohday
عی	ay
عیادت	ayadat
عیار	ayyar
عیارانہ	ayarana
عیاری	ayyari
عیاش	ayaash
عیاشی	ayashi
عیاشیوں	ayashyon
عیال	ayal
عیاں	ayaan
عیب	aib
عید	eid
عیدو	aydo
عیدوں	aydon
عیدگاہ	aydgah
عیدی	aidee
عیدین	aydin
عیدیں	eidain
عیسا	aysa
عیسائي	isaai
عیسائی	isaai
عیسائیت	esaiyat
عیسائیوں	esaion
عیسوی	eewsi
عیسویں	eeswi
عیسی	eesa
عیش	aish
عیل	ayl
عیلہ	aila
عین	ain
عینا	aina
عینک	aeinak
عینی	aini
عینین	ainin
عیوب	ayob
عیوض	ayoz
عیون	uyoon
عیہ	ayh
غائب	gayab
غائبانہ	ghaybanh
غائر	ghair
غائی	ghai
غار	ghaar
غارت	ghaarat
غارتگری	ghartgri
غاروں	gharon
غاز	gaaz
غازہ	ghazah
غازی	ghazi
غازیخان	ghazikhan
غازیوں	ghazyon
غاصب	ghasib
غاصبوں	ghasbon
غافر	ghafir
غافل	ghaafil
غالب	ghalib
غالبا	ghaliban
غامدی	ghamdi
غایت	ghayat
غبار	gubhar
غباروں	ghbaron
غبارے	ghubaare
غبن	ghaban
غدار	ghaddar
غداروں	ghaddaron
غداری	ghaddari
غدر	ghadar
غدود	ghudood
غدودی	ghadoodi
غدیر	ghadir
غذا	ghiza
غذاؤں	ghzaon
غذائی	ghizai
غذائیات	ghzayyat
غذائیت	ghizaiyat
غذایت	ghazaiat
غذر	ghzr
غذی	ghzi
غر	ghur
غرب	garbh
غرباء	ghurba
غربت	gurbat
غربی	ghrbi
غرض	gharz
غرضی	gharzi
غرضیکہ	ghrzik_h
غرق	ghark
غرقاب	garqaab
غرقابی	gharqaabi
غرناطہ	ghrnat_h
غروب	ghuroob
غرور	ghuroor
غریب	ghareeb
غریبوں	ghareebon
غریزی	garezi
غزا	ghiza
غزال	ghazaal
غزالہ	ghazala
غزالی	ghazali
غزل	ghazal
غزلوں	ghazlon
غزلہ	ghazla
غزلیں	gazleen
